Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 02:00:59.508000,PER,11,0 days 00:01:36.302000,35,3,,,0 days 00:00:30.876000,0 days 00:00:41.565000,0 days 00:00:23.861000,0 days 01:59:54.019000,0 days 02:00:35.584000,0 days 02:00:59.445000,236,260,283,293,TRUE,SOFT,5,FALSE,Red Bull Racing,0 days 01:59:23.206000,00:23.2,1,4,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:32:15.121000,PER,11,0 days 00:01:36.089000,52,4,,,0 days 00:00:30.825000,0 days 00:00:41.519000,0 days 00:00:23.745000,0 days 02:31:09.794000,0 days 02:31:51.313000,0 days 02:32:15.058000,,262,283,297,TRUE,SOFT,12,FALSE,Red Bull Racing,0 days 02:30:39.032000,31:39.0,1,4,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:06:00.772000,ALO,14,0 days 00:01:40.412000,2,1,,,0 days 00:00:32.208000,0 days 00:00:43.527000,0 days 00:00:24.677000,0 days 01:04:52.510000,0 days 01:05:36.037000,0 days 01:06:00.714000,225,249,274,288,TRUE,SOFT,5,FALSE,Alpine,0 days 01:04:20.360000,05:20.4,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:40.998000,ALO,14,0 days 00:01:40.226000,3,1,,,0 days 00:00:32.073000,0 days 00:00:43.487000,0 days 00:00:24.666000,0 days 01:06:32.787000,0 days 01:07:16.274000,0 days 01:07:40.940000,224,251,275,291,TRUE,SOFT,6,FALSE,Alpine,0 days 01:06:00.772000,07:00.8,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:09:21.095000,ALO,14,0 days 00:01:40.097000,4,1,,,0 days 00:00:32.043000,0 days 00:00:43.300000,0 days 00:00:24.754000,0 days 01:08:12.983000,0 days 01:08:56.283000,0 days 01:09:21.037000,225,252,275,294,TRUE,SOFT,7,FALSE,Alpine,0 days 01:07:40.998000,08:41.0,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:24:52.101000,ALO,14,0 days 00:01:39.050000,13,2,,,0 days 00:00:31.641000,0 days 00:00:43.009000,0 days 00:00:24.400000,0 days 01:23:44.634000,0 days 01:24:27.643000,0 days 01:24:52.043000,,249,287,295,TRUE,MEDIUM,2,TRUE,Alpine,0 days 01:23:13.051000,24:13.1,1,17,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:48:34.297000,ALO,14,0 days 00:01:37.995000,27,3,,,0 days 00:00:31.537000,0 days 00:00:42.402000,0 days 00:00:24.056000,0 days 01:47:27.781000,0 days 01:48:10.183000,0 days 01:48:34.239000,229,255,275,290,TRUE,HARD,2,TRUE,Alpine,0 days 01:46:56.302000,47:56.3,1,14,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:17:02.761000,ALO,14,0 days 00:01:36.733000,44,4,,,0 days 00:00:31.065000,0 days 00:00:41.855000,0 days 00:00:23.813000,0 days 02:15:57.035000,0 days 02:16:38.890000,0 days 02:17:02.703000,233,251,280,293,TRUE,SOFT,2,TRUE,Alpine,0 days 02:15:26.028000,16:26.0,1,14,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:05:52.109000,LEC,16,0 days 00:01:37.853000,2,1,,,0 days 00:00:31.582000,0 days 00:00:42.159000,0 days 00:00:24.112000,0 days 01:04:45.838000,0 days 01:05:27.997000,0 days 01:05:52.109000,226,250,273,284,TRUE,SOFT,2,TRUE,Ferrari,0 days 01:04:14.256000,05:14.3,1,1,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:30:56.385000,LEC,16,0 days 00:01:37.520000,17,2,,,0 days 00:00:31.454000,0 days 00:00:42.077000,0 days 00:00:23.989000,0 days 01:29:50.319000,0 days 01:30:32.396000,0 days 01:30:56.385000,226,252,274,278,TRUE,SOFT,5,FALSE,Ferrari,0 days 01:29:18.865000,30:18.9,1,1,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:34:11.427000,LEC,16,0 days 00:01:37.408000,19,2,,,0 days 00:00:31.456000,0 days 00:00:41.903000,0 days 00:00:24.049000,0 days 01:33:05.475000,0 days 01:33:47.378000,0 days 01:34:11.427000,226,260,275,284,TRUE,SOFT,7,FALSE,Ferrari,0 days 01:32:34.019000,33:34.0,1,1,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:57:27.288000,LEC,16,0 days 00:01:36.674000,33,3,,,0 days 00:00:31.116000,0 days 00:00:41.828000,0 days 00:00:23.730000,0 days 01:56:21.730000,0 days 01:57:03.558000,0 days 01:57:27.288000,,252,278,287,TRUE,MEDIUM,2,TRUE,Ferrari,0 days 01:55:50.614000,56:50.6,1,3,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:59:03.687000,LEC,16,0 days 00:01:36.399000,34,3,,,0 days 00:00:31.066000,0 days 00:00:41.620000,0 days 00:00:23.713000,0 days 01:57:58.354000,0 days 01:58:39.974000,0 days 01:59:03.687000,231,255,279,292,TRUE,MEDIUM,3,TRUE,Ferrari,0 days 01:57:27.288000,58:27.3,1,1,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:30:35.690000,LEC,16,0 days 00:01:34.570000,51,4,,,0 days 00:00:30.439000,0 days 00:00:40.732000,0 days 00:00:23.399000,0 days 02:29:31.559000,0 days 02:30:12.291000,0 days 02:30:35.690000,231,261,278,297,TRUE,SOFT,8,FALSE,Ferrari,0 days 02:29:01.120000,30:01.1,1,1,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:06:06.644000,STR,18,0 days 00:01:41.019000,2,1,,,0 days 00:00:32.331000,0 days 00:00:43.771000,0 days 00:00:24.917000,0 days 01:04:57.891000,0 days 01:05:41.662000,0 days 01:06:06.579000,223,237,274,286,TRUE,SOFT,2,TRUE,Aston Martin,0 days 01:04:25.625000,05:25.6,1,16,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:47.531000,STR,18,0 days 00:01:40.887000,3,1,,,0 days 00:00:32.067000,0 days 00:00:43.767000,0 days 00:00:25.053000,0 days 01:06:38.646000,0 days 01:07:22.413000,0 days 01:07:47.466000,229,243,282,287,TRUE,SOFT,3,TRUE,Aston Martin,0 days 01:06:06.644000,07:06.7,1,16,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:37:00.125000,STR,18,0 days 00:01:38.940000,20,2,,,0 days 00:00:31.605000,0 days 00:00:42.987000,0 days 00:00:24.348000,0 days 01:35:52.725000,0 days 01:36:35.712000,0 days 01:37:00.060000,,234,284,283,TRUE,SOFT,2,TRUE,Aston Martin,0 days 01:35:21.185000,36:21.2,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:38:38.838000,STR,18,0 days 00:01:38.713000,21,2,,,0 days 00:00:31.143000,0 days 00:00:43.177000,0 days 00:00:24.393000,0 days 01:37:31.203000,0 days 01:38:14.380000,0 days 01:38:38.773000,222,242,274,302,TRUE,SOFT,3,TRUE,Aston Martin,0 days 01:37:00.125000,38:00.1,1,17,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:10:46.161000,STR,18,0 days 00:01:37.861000,40,3,,,0 days 00:00:31.321000,0 days 00:00:42.388000,0 days 00:00:24.152000,0 days 02:09:39.556000,0 days 02:10:21.944000,0 days 02:10:46.096000,,246,277,288,TRUE,MEDIUM,2,TRUE,Aston Martin,0 days 02:09:08.300000,10:08.3,1,16,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:27:48.314000,STR,18,0 days 00:01:37.146000,49,4,,,0 days 00:00:31.285000,0 days 00:00:41.966000,0 days 00:00:23.895000,0 days 02:26:42.388000,0 days 02:27:24.354000,0 days 02:27:48.249000,231,249,275,283,TRUE,SOFT,4,TRUE,Aston Martin,0 days 02:26:11.168000,27:11.2,4,14,FALSE,,FALSE,FALSE,Bahrain,2022
0 days 01:05:56.512000,MAG,20,0 days 00:01:38.993000,2,1,,,0 days 00:00:31.544000,0 days 00:00:42.940000,0 days 00:00:24.509000,0 days 01:04:49.047000,0 days 01:05:31.987000,0 days 01:05:56.496000,227,251,278,294,TRUE,SOFT,2,TRUE,Haas F1 Team,0 days 01:04:17.519000,05:17.5,1,5,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:29:47.535000,MAG,20,0 days 00:01:37.968000,16,2,,,0 days 00:00:31.317000,0 days 00:00:42.477000,0 days 00:00:24.174000,0 days 01:28:40.868000,0 days 01:29:23.345000,0 days 01:29:47.519000,227,248,277,290,TRUE,SOFT,5,FALSE,Haas F1 Team,0 days 01:28:09.567000,29:09.6,1,7,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:03:19.890000,MAG,20,0 days 00:01:37.941000,36,3,,,0 days 00:00:31.265000,0 days 00:00:42.361000,0 days 00:00:24.315000,0 days 02:02:13.198000,0 days 02:02:55.559000,0 days 02:03:19.874000,229,250,285,320,TRUE,MEDIUM,2,TRUE,Haas F1 Team,0 days 02:01:41.949000,02:42.0,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:04:56.793000,MAG,20,0 days 00:01:36.903000,37,3,,,0 days 00:00:30.850000,0 days 00:00:42.158000,0 days 00:00:23.895000,0 days 02:03:50.724000,0 days 02:04:32.882000,0 days 02:04:56.777000,230,251,279,313,TRUE,MEDIUM,3,TRUE,Haas F1 Team,0 days 02:03:19.890000,04:19.9,1,7,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:32:18.172000,MAG,20,0 days 00:01:36.860000,52,4,,,0 days 00:00:31.051000,0 days 00:00:42.022000,0 days 00:00:23.787000,0 days 02:31:12.347000,0 days 02:31:54.369000,0 days 02:32:18.156000,233,256,283,293,TRUE,SOFT,9,FALSE,Haas F1 Team,0 days 02:30:41.312000,31:41.3,1,7,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:33:54.795000,MAG,20,0 days 00:01:36.623000,53,4,,,0 days 00:00:30.890000,0 days 00:00:41.903000,0 days 00:00:23.830000,0 days 02:32:49.046000,0 days 02:33:30.949000,0 days 02:33:54.779000,234,259,283,297,TRUE,SOFT,10,FALSE,Haas F1 Team,0 days 02:32:18.172000,33:18.2,1,7,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:06:04.011000,TSU,22,0 days 00:01:40.697000,2,1,,,0 days 00:00:32.192000,0 days 00:00:43.736000,0 days 00:00:24.769000,0 days 01:04:55.429000,0 days 01:05:39.165000,0 days 01:06:03.934000,230,247,275,295,TRUE,SOFT,2,TRUE,AlphaTauri,0 days 01:04:23.314000,05:23.3,1,12,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:44.629000,TSU,22,0 days 00:01:40.618000,3,1,,,0 days 00:00:32.011000,0 days 00:00:43.881000,0 days 00:00:24.726000,0 days 01:06:35.945000,0 days 01:07:19.826000,0 days 01:07:44.552000,228,247,283,296,TRUE,SOFT,3,TRUE,AlphaTauri,0 days 01:06:04.011000,07:04.0,1,12,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:11:05.950000,TSU,22,0 days 00:01:40.363000,5,1,,,0 days 00:00:31.893000,0 days 00:00:43.685000,0 days 00:00:24.785000,0 days 01:09:57.403000,0 days 01:10:41.088000,0 days 01:11:05.873000,228,244,271,321,TRUE,SOFT,5,TRUE,AlphaTauri,0 days 01:09:25.587000,10:25.6,1,11,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:31:41.461000,TSU,22,0 days 00:01:39.939000,17,2,,,0 days 00:00:31.704000,0 days 00:00:43.760000,0 days 00:00:24.475000,0 days 01:30:33.149000,0 days 01:31:16.909000,0 days 01:31:41.384000,216,242,274,301,TRUE,MEDIUM,2,TRUE,AlphaTauri,0 days 01:30:01.522000,31:01.5,1,12,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:33:20.221000,TSU,22,0 days 00:01:38.760000,18,2,,,0 days 00:00:31.499000,0 days 00:00:42.917000,0 days 00:00:24.344000,0 days 01:32:12.883000,0 days 01:32:55.800000,0 days 01:33:20.144000,231,244,275,295,TRUE,MEDIUM,3,TRUE,AlphaTauri,0 days 01:31:41.461000,32:41.5,1,11,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:55:17.575000,TSU,22,0 days 00:01:38.722000,31,3,,,0 days 00:00:31.620000,0 days 00:00:42.914000,0 days 00:00:24.188000,0 days 01:54:10.396000,0 days 01:54:53.310000,0 days 01:55:17.498000,233,249,278,294,TRUE,SOFT,2,TRUE,AlphaTauri,0 days 01:53:38.853000,54:38.9,1,14,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:56:55.460000,TSU,22,0 days 00:01:37.885000,32,3,,,0 days 00:00:31.402000,0 days 00:00:42.469000,0 days 00:00:24.014000,0 days 01:55:48.900000,0 days 01:56:31.369000,0 days 01:56:55.383000,,251,280,298,TRUE,SOFT,3,TRUE,AlphaTauri,0 days 01:55:17.575000,56:17.6,1,14,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:32:21.064000,TSU,22,0 days 00:01:37.475000,52,4,,,0 days 00:00:31.212000,0 days 00:00:42.316000,0 days 00:00:23.947000,0 days 02:31:14.724000,0 days 02:31:57.040000,0 days 02:32:20.987000,238,262,280,302,TRUE,SOFT,11,FALSE,AlphaTauri,0 days 02:30:43.589000,31:43.6,1,10,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:33:58.168000,TSU,22,0 days 00:01:37.104000,53,4,,,0 days 00:00:31.025000,0 days 00:00:42.242000,0 days 00:00:23.837000,0 days 02:32:52.012000,0 days 02:33:34.254000,0 days 02:33:58.091000,236,258,289,303,TRUE,SOFT,12,FALSE,AlphaTauri,0 days 02:32:21.064000,33:21.1,1,10,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:06:03.370000,ALB,23,0 days 00:01:40.548000,2,1,,,0 days 00:00:32.027000,0 days 00:00:43.725000,0 days 00:00:24.796000,0 days 01:04:54.767000,0 days 01:05:38.492000,0 days 01:06:03.288000,230,250,278,301,TRUE,SOFT,2,TRUE,Williams,0 days 01:04:22.822000,05:22.8,1,11,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:28:29.915000,ALB,23,0 days 00:01:39.517000,15,2,,,0 days 00:00:31.615000,0 days 00:00:43.501000,0 days 00:00:24.401000,0 days 01:27:21.931000,0 days 01:28:05.432000,0 days 01:28:29.833000,226,246,278,299,TRUE,MEDIUM,2,TRUE,Williams,0 days 01:26:50.398000,27:50.4,1,19,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:05:54.581000,ALB,23,0 days 00:01:39.165000,37,3,,,0 days 00:00:31.836000,0 days 00:00:43.213000,0 days 00:00:24.116000,0 days 02:04:47.170000,0 days 02:05:30.383000,0 days 02:05:54.499000,230,248,280,299,TRUE,MEDIUM,4,FALSE,Williams,0 days 02:04:15.416000,05:15.4,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:07:33.708000,ALB,23,0 days 00:01:39.127000,38,3,,,0 days 00:00:31.632000,0 days 00:00:43.295000,0 days 00:00:24.200000,0 days 02:06:26.131000,0 days 02:07:09.426000,0 days 02:07:33.626000,232,246,280,304,TRUE,MEDIUM,5,FALSE,Williams,0 days 02:05:54.581000,06:54.6,1,17,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:09:12.733000,ALB,23,0 days 00:01:39.025000,39,3,,,0 days 00:00:31.639000,0 days 00:00:43.230000,0 days 00:00:24.156000,0 days 02:08:05.265000,0 days 02:08:48.495000,0 days 02:09:12.651000,231,248,280,,TRUE,MEDIUM,6,FALSE,Williams,0 days 02:07:33.708000,08:33.7,1,17,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:29:32.694000,ALB,23,0 days 00:01:37.355000,50,4,,,0 days 00:00:31.111000,0 days 00:00:42.380000,0 days 00:00:23.864000,0 days 02:28:26.368000,0 days 02:29:08.748000,0 days 02:29:32.612000,233,259,281,303,TRUE,SOFT,7,FALSE,Williams,0 days 02:27:55.339000,28:55.4,41,15,FALSE,,FALSE,FALSE,Bahrain,2022
0 days 01:06:07.789000,ZHO,24,0 days 00:01:41.229000,2,1,,,0 days 00:00:32.100000,0 days 00:00:44.208000,0 days 00:00:24.921000,0 days 01:04:58.583000,0 days 01:05:42.791000,0 days 01:06:07.712000,226,241,281,301,TRUE,SOFT,2,TRUE,Alfa Romeo,0 days 01:04:26.560000,05:26.6,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:47.972000,ZHO,24,0 days 00:01:40.183000,3,1,,,0 days 00:00:31.952000,0 days 00:00:43.469000,0 days 00:00:24.762000,0 days 01:06:39.664000,0 days 01:07:23.133000,0 days 01:07:47.895000,227,243,287,293,TRUE,SOFT,3,TRUE,Alfa Romeo,0 days 01:06:07.789000,07:07.8,1,17,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:31:45.826000,ZHO,24,0 days 00:01:38.348000,17,2,,,0 days 00:00:31.350000,0 days 00:00:42.556000,0 days 00:00:24.442000,0 days 01:30:38.751000,0 days 01:31:21.307000,0 days 01:31:45.749000,229,249,285,311,TRUE,MEDIUM,2,TRUE,Alfa Romeo,0 days 01:30:07.478000,31:07.5,1,16,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:08:39.265000,ZHO,24,0 days 00:01:36.685000,39,3,,,0 days 00:00:31.037000,0 days 00:00:41.864000,0 days 00:00:23.784000,0 days 02:07:33.540000,0 days 02:08:15.404000,0 days 02:08:39.188000,229,254,278,291,TRUE,MEDIUM,2,TRUE,Alfa Romeo,0 days 02:07:02.580000,08:02.6,1,13,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:06:05.961000,HUL,27,0 days 00:01:41.077000,2,1,,,0 days 00:00:32.384000,0 days 00:00:43.773000,0 days 00:00:24.920000,0 days 01:04:57.218000,0 days 01:05:40.991000,0 days 01:06:05.911000,225,241,274,292,TRUE,SOFT,2,TRUE,Aston Martin,0 days 01:04:24.884000,05:24.9,1,15,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:46.599000,HUL,27,0 days 00:01:40.638000,3,1,,,0 days 00:00:32.169000,0 days 00:00:43.665000,0 days 00:00:24.804000,0 days 01:06:38.080000,0 days 01:07:21.745000,0 days 01:07:46.549000,227,244,283,283,TRUE,SOFT,3,TRUE,Aston Martin,0 days 01:06:05.961000,07:06.0,1,15,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:38:56.295000,HUL,27,0 days 00:01:39.180000,21,2,,,0 days 00:00:31.785000,0 days 00:00:42.707000,0 days 00:00:24.688000,0 days 01:37:48.850000,0 days 01:38:31.557000,0 days 01:38:56.245000,225,243,272,285,TRUE,SOFT,2,TRUE,Aston Martin,0 days 01:37:17.115000,38:17.1,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:09:30.568000,HUL,27,0 days 00:01:38.819000,39,3,,,0 days 00:00:31.577000,0 days 00:00:42.850000,0 days 00:00:24.392000,0 days 02:08:23.276000,0 days 02:09:06.126000,0 days 02:09:30.518000,224,249,275,283,TRUE,MEDIUM,2,TRUE,Aston Martin,0 days 02:07:51.749000,08:51.8,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:11:09.319000,HUL,27,0 days 00:01:38.751000,40,3,,,0 days 00:00:31.610000,0 days 00:00:42.895000,0 days 00:00:24.246000,0 days 02:10:02.128000,0 days 02:10:45.023000,0 days 02:11:09.269000,226,247,276,285,TRUE,MEDIUM,3,TRUE,Aston Martin,0 days 02:09:30.568000,10:30.6,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:12:47.680000,HUL,27,0 days 00:01:38.361000,41,3,,,0 days 00:00:31.480000,0 days 00:00:42.576000,0 days 00:00:24.305000,0 days 02:11:40.749000,0 days 02:12:23.325000,0 days 02:12:47.630000,,253,276,290,TRUE,MEDIUM,4,TRUE,Aston Martin,0 days 02:11:09.319000,12:09.3,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:28:00.955000,HUL,27,0 days 00:01:38.201000,49,4,,,0 days 00:00:31.352000,0 days 00:00:42.526000,0 days 00:00:24.323000,0 days 02:26:54.056000,0 days 02:27:36.582000,0 days 02:28:00.905000,232,254,278,297,TRUE,SOFT,5,TRUE,Aston Martin,0 days 02:26:22.754000,27:22.8,4,19,FALSE,,FALSE,FALSE,Bahrain,2022
0 days 01:06:09.377000,RIC,3,0 days 00:01:42.590000,2,1,,,0 days 00:00:32.607000,0 days 00:00:44.876000,0 days 00:00:25.107000,0 days 01:04:59.327000,0 days 01:05:44.203000,0 days 01:06:09.310000,219,240,276,288,TRUE,MEDIUM,2,TRUE,McLaren,0 days 01:04:26.787000,05:26.8,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:51.088000,RIC,3,0 days 00:01:41.711000,3,1,,,0 days 00:00:32.240000,0 days 00:00:44.366000,0 days 00:00:25.105000,0 days 01:06:41.550000,0 days 01:07:25.916000,0 days 01:07:51.021000,228,239,284,280,TRUE,MEDIUM,3,TRUE,McLaren,0 days 01:06:09.377000,07:09.4,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:23:11.295000,RIC,3,0 days 00:01:41.621000,12,1,,,0 days 00:00:32.151000,0 days 00:00:44.477000,0 days 00:00:24.993000,0 days 01:22:01.758000,0 days 01:22:46.235000,0 days 01:23:11.228000,226,242,276,289,TRUE,MEDIUM,12,TRUE,McLaren,0 days 01:21:29.674000,22:29.7,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:35:27.834000,RIC,3,0 days 00:01:39.374000,19,2,,,0 days 00:00:31.779000,0 days 00:00:43.192000,0 days 00:00:24.403000,0 days 01:34:20.172000,0 days 01:35:03.364000,0 days 01:35:27.767000,224,245,273,283,TRUE,SOFT,2,TRUE,McLaren,0 days 01:33:48.460000,34:48.5,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:37:07.183000,RIC,3,0 days 00:01:39.349000,20,2,,,0 days 00:00:31.874000,0 days 00:00:42.971000,0 days 00:00:24.504000,0 days 01:35:59.641000,0 days 01:36:42.612000,0 days 01:37:07.116000,225,245,273,288,TRUE,SOFT,3,TRUE,McLaren,0 days 01:35:27.834000,36:27.9,1,19,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:04:17.821000,RIC,3,0 days 00:01:38.927000,36,3,,,0 days 00:00:31.745000,0 days 00:00:42.878000,0 days 00:00:24.304000,0 days 02:03:10.572000,0 days 02:03:53.450000,0 days 02:04:17.754000,227,249,276,292,TRUE,HARD,3,TRUE,McLaren,0 days 02:02:38.894000,03:38.9,1,19,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:29:35.137000,RIC,3,0 days 00:01:37.261000,50,4,,,0 days 00:00:31.124000,0 days 00:00:42.142000,0 days 00:00:23.995000,0 days 02:28:28.933000,0 days 02:29:11.075000,0 days 02:29:35.070000,,256,276,296,TRUE,SOFT,6,TRUE,McLaren,0 days 02:27:57.876000,28:57.9,41,16,FALSE,,FALSE,FALSE,Bahrain,2022
0 days 01:06:01.467000,OCO,31,0 days 00:01:40.111000,2,1,,,0 days 00:00:31.913000,0 days 00:00:43.342000,0 days 00:00:24.856000,0 days 01:04:53.215000,0 days 01:05:36.557000,0 days 01:06:01.413000,227,247,275,291,TRUE,SOFT,2,TRUE,Alpine,0 days 01:04:21.356000,05:21.4,1,10,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:29:59.364000,OCO,31,0 days 00:01:40.079000,16,2,,,0 days 00:00:31.610000,0 days 00:00:43.198000,0 days 00:00:25.271000,0 days 01:28:50.841000,0 days 01:29:34.039000,0 days 01:29:59.310000,229,249,274,297,TRUE,MEDIUM,2,TRUE,Alpine,0 days 01:28:19.285000,29:19.3,1,11,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:31:38.184000,OCO,31,0 days 00:01:38.820000,17,2,,,0 days 00:00:31.656000,0 days 00:00:42.755000,0 days 00:00:24.409000,0 days 01:30:30.966000,0 days 01:31:13.721000,0 days 01:31:38.130000,226,252,275,290,TRUE,MEDIUM,3,TRUE,Alpine,0 days 01:29:59.364000,30:59.4,1,11,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:34:56.651000,OCO,31,0 days 00:01:38.442000,19,2,,,0 days 00:00:31.216000,0 days 00:00:42.784000,0 days 00:00:24.442000,0 days 01:33:49.371000,0 days 01:34:32.155000,0 days 01:34:56.597000,,255,274,311,TRUE,MEDIUM,5,TRUE,Alpine,0 days 01:33:18.209000,34:18.2,1,10,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:56:54.074000,OCO,31,0 days 00:01:38.298000,32,3,,,0 days 00:00:31.366000,0 days 00:00:42.640000,0 days 00:00:24.292000,0 days 01:55:47.088000,0 days 01:56:29.728000,0 days 01:56:54.020000,231,248,276,293,TRUE,HARD,2,TRUE,Alpine,0 days 01:55:15.776000,56:15.8,1,12,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:58:32.184000,OCO,31,0 days 00:01:38.110000,33,3,,,0 days 00:00:31.410000,0 days 00:00:42.533000,0 days 00:00:24.167000,0 days 01:57:25.430000,0 days 01:58:07.963000,0 days 01:58:32.130000,,255,276,297,TRUE,HARD,3,TRUE,Alpine,0 days 01:56:54.074000,57:54.1,1,12,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:32:20.177000,OCO,31,0 days 00:01:37.367000,52,4,,,0 days 00:00:31.204000,0 days 00:00:42.155000,0 days 00:00:24.008000,0 days 02:31:13.960000,0 days 02:31:56.115000,0 days 02:32:20.123000,233,259,279,296,TRUE,SOFT,12,FALSE,Alpine,0 days 02:30:42.810000,31:42.8,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 02:33:57.287000,OCO,31,0 days 00:01:37.110000,53,4,,,0 days 00:00:31.005000,0 days 00:00:42.135000,0 days 00:00:23.970000,0 days 02:32:51.128000,0 days 02:33:33.263000,0 days 02:33:57.233000,,260,278,295,TRUE,SOFT,13,FALSE,Alpine,0 days 02:32:20.177000,33:20.2,1,9,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:07:49.338000,NOR,4,0 days 00:01:41.785000,3,1,,,0 days 00:00:32.884000,0 days 00:00:44.070000,0 days 00:00:24.831000,0 days 01:06:40.373000,0 days 01:07:24.443000,0 days 01:07:49.274000,230,248,276,281,TRUE,MEDIUM,3,TRUE,McLaren,0 days 01:06:07.553000,07:07.6,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:09:30.797000,NOR,4,0 days 00:01:41.459000,4,1,,,0 days 00:00:32.489000,0 days 00:00:43.946000,0 days 00:00:25.024000,0 days 01:08:21.763000,0 days 01:09:05.709000,0 days 01:09:30.733000,220,241,277,287,TRUE,MEDIUM,4,TRUE,McLaren,0 days 01:07:49.338000,08:49.4,1,18,FALSE,,FALSE,TRUE,Bahrain,2022
0 days 01:47:24.710000,NOR,4,0 days 00:01:39.351000,26,2,,,0 days 00:00:31.774000,0 days 00:00:43.335000,0 days 00:00:24.242000,0 days 01:46:17.069000,0 days 01:47:00.404000,0 days 01:47:24.646000,,239,275,284,TRUE,HARD,2,TRUE,McLaren,0 days 01:45:45.359000,46:45.4,1,20,FALSE,,FALSE,TRUE,Bahrain,2022
