Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 01:25:00.279000,PER,11,0 days 00:01:24.695000,16,1,,,0 days 00:00:30.104000,0 days 00:00:30.609000,0 days 00:00:23.982000,0 days 01:24:05.688000,0 days 01:24:36.297000,0 days 01:25:00.279000,279,234,246,302,TRUE,HARD,19,FALSE,Red Bull Racing,0 days 01:23:35.584000,24:37.6,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:27:49.732000,PER,11,0 days 00:01:24.693000,18,1,,,0 days 00:00:30.541000,0 days 00:00:30.328000,0 days 00:00:23.824000,0 days 01:26:55.580000,0 days 01:27:25.908000,0 days 01:27:49.732000,278,236,244,286,TRUE,HARD,21,FALSE,Red Bull Racing,0 days 01:26:25.039000,27:27.1,1,3,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:29:14.299000,PER,11,0 days 00:01:24.567000,19,1,,,0 days 00:00:30.330000,0 days 00:00:30.347000,0 days 00:00:23.890000,0 days 01:28:20.062000,0 days 01:28:50.409000,0 days 01:29:14.299000,279,237,244,,TRUE,HARD,22,FALSE,Red Bull Racing,0 days 01:27:49.732000,28:51.8,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:30:38.819000,PER,11,0 days 00:01:24.520000,20,1,,,0 days 00:00:30.334000,0 days 00:00:30.318000,0 days 00:00:23.868000,0 days 01:29:44.633000,0 days 01:30:14.951000,0 days 01:30:38.819000,,236,245,287,TRUE,HARD,23,FALSE,Red Bull Racing,0 days 01:29:14.299000,30:16.3,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:39:26.726000,PER,11,0 days 00:01:23.628000,26,2,,,0 days 00:00:30.128000,0 days 00:00:30.011000,0 days 00:00:23.489000,0 days 01:38:33.226000,0 days 01:39:03.237000,0 days 01:39:26.726000,282,238,256,291,TRUE,MEDIUM,8,FALSE,Red Bull Racing,0 days 01:38:03.098000,39:05.1,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:43:39.544000,PER,11,0 days 00:01:23.195000,29,2,,,0 days 00:00:30.013000,0 days 00:00:29.849000,0 days 00:00:23.333000,0 days 01:42:46.362000,0 days 01:43:16.211000,0 days 01:43:39.544000,281,239,247,291,TRUE,MEDIUM,11,FALSE,Red Bull Racing,0 days 01:42:16.349000,43:18.4,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:45:02.630000,PER,11,0 days 00:01:23.086000,30,2,,,0 days 00:00:29.993000,0 days 00:00:29.722000,0 days 00:00:23.371000,0 days 01:44:09.537000,0 days 01:44:39.259000,0 days 01:45:02.630000,280,240,248,,TRUE,MEDIUM,12,FALSE,Red Bull Racing,0 days 01:43:39.544000,44:41.6,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:04:54.798000,PER,11,0 days 00:01:22.929000,44,3,,,0 days 00:00:29.876000,0 days 00:00:29.695000,0 days 00:00:23.358000,0 days 02:04:01.745000,0 days 02:04:31.440000,0 days 02:04:54.798000,282,238,253,296,TRUE,MEDIUM,5,FALSE,Red Bull Racing,0 days 02:03:31.869000,04:33.9,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:06:17.435000,PER,11,0 days 00:01:22.637000,45,3,,,0 days 00:00:29.829000,0 days 00:00:29.792000,0 days 00:00:23.016000,0 days 02:05:24.627000,0 days 02:05:54.419000,0 days 02:06:17.435000,278,238,257,298,TRUE,MEDIUM,6,FALSE,Red Bull Racing,0 days 02:04:54.798000,05:56.8,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:10:25.601000,PER,11,0 days 00:01:22.588000,48,3,,,0 days 00:00:29.970000,0 days 00:00:29.425000,0 days 00:00:23.193000,0 days 02:09:32.983000,0 days 02:10:02.408000,0 days 02:10:25.601000,281,244,249,292,TRUE,MEDIUM,9,FALSE,Red Bull Racing,0 days 02:09:03.013000,10:05.0,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:11:47.981000,PER,11,0 days 00:01:22.380000,49,3,,,0 days 00:00:29.771000,0 days 00:00:29.421000,0 days 00:00:23.188000,0 days 02:10:55.372000,0 days 02:11:24.793000,0 days 02:11:47.981000,282,241,249,,TRUE,MEDIUM,10,FALSE,Red Bull Racing,0 days 02:10:25.601000,11:27.6,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:17:18.459000,PER,11,0 days 00:01:22.295000,53,3,,,0 days 00:00:29.842000,0 days 00:00:29.408000,0 days 00:00:23.045000,0 days 02:16:26.006000,0 days 02:16:55.414000,0 days 02:17:18.459000,283,243,251,292,TRUE,MEDIUM,14,FALSE,Red Bull Racing,0 days 02:15:56.164000,16:58.2,1,3,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:00.961000,HAM,44,0 days 00:01:26.052000,2,1,,,0 days 00:00:30.556000,0 days 00:00:31.467000,0 days 00:00:24.029000,0 days 01:04:05.465000,0 days 01:04:36.932000,0 days 01:05:00.961000,274,232,243,290,TRUE,MEDIUM,5,FALSE,Mercedes,0 days 01:03:34.909000,04:36.9,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:26.388000,HAM,44,0 days 00:01:25.427000,3,1,,,0 days 00:00:30.681000,0 days 00:00:30.953000,0 days 00:00:23.793000,0 days 01:05:31.642000,0 days 01:06:02.595000,0 days 01:06:26.388000,275,232,243,,TRUE,MEDIUM,6,FALSE,Mercedes,0 days 01:05:00.961000,06:03.0,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:50.947000,HAM,44,0 days 00:01:24.559000,4,1,,,0 days 00:00:30.404000,0 days 00:00:30.496000,0 days 00:00:23.659000,0 days 01:06:56.792000,0 days 01:07:27.288000,0 days 01:07:50.947000,269,235,248,,TRUE,MEDIUM,7,FALSE,Mercedes,0 days 01:06:26.388000,07:28.4,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:30:56.433000,HAM,44,0 days 00:01:24.258000,20,2,,,0 days 00:00:30.430000,0 days 00:00:30.221000,0 days 00:00:23.607000,0 days 01:30:02.605000,0 days 01:30:32.826000,0 days 01:30:56.433000,,235,242,282,TRUE,HARD,4,TRUE,Mercedes,0 days 01:29:32.175000,30:34.2,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:36:33.843000,HAM,44,0 days 00:01:24.245000,24,2,,,0 days 00:00:30.445000,0 days 00:00:30.243000,0 days 00:00:23.557000,0 days 01:35:40.043000,0 days 01:36:10.286000,0 days 01:36:33.843000,270,235,245,,TRUE,HARD,8,TRUE,Mercedes,0 days 01:35:09.598000,36:11.6,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:37:57.906000,HAM,44,0 days 00:01:24.063000,25,2,,,0 days 00:00:30.656000,0 days 00:00:29.985000,0 days 00:00:23.422000,0 days 01:37:04.499000,0 days 01:37:34.484000,0 days 01:37:57.906000,,236,243,289,TRUE,HARD,9,TRUE,Mercedes,0 days 01:36:33.843000,37:35.9,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:39:21.872000,HAM,44,0 days 00:01:23.966000,26,2,,,0 days 00:00:30.371000,0 days 00:00:29.909000,0 days 00:00:23.686000,0 days 01:38:28.277000,0 days 01:38:58.186000,0 days 01:39:21.872000,269,238,243,287,TRUE,HARD,10,TRUE,Mercedes,0 days 01:37:57.906000,38:59.9,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:44:57.955000,HAM,44,0 days 00:01:23.749000,30,2,,,0 days 00:00:30.356000,0 days 00:00:29.879000,0 days 00:00:23.514000,0 days 01:44:04.562000,0 days 01:44:34.441000,0 days 01:44:57.955000,269,238,245,,TRUE,HARD,14,TRUE,Mercedes,0 days 01:43:34.206000,44:36.2,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:14:46.340000,HAM,44,0 days 00:01:22.611000,51,3,,,0 days 00:00:29.878000,0 days 00:00:29.523000,0 days 00:00:23.210000,0 days 02:13:53.607000,0 days 02:14:23.130000,0 days 02:14:46.340000,271,236,246,287,TRUE,MEDIUM,5,FALSE,Mercedes,0 days 02:13:23.729000,14:25.8,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:16:08.725000,HAM,44,0 days 00:01:22.385000,52,3,,,0 days 00:00:29.943000,0 days 00:00:29.407000,0 days 00:00:23.035000,0 days 02:15:16.283000,0 days 02:15:45.690000,0 days 02:16:08.725000,276,237,246,,TRUE,MEDIUM,6,FALSE,Mercedes,0 days 02:14:46.340000,15:48.4,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:17:30.808000,HAM,44,0 days 00:01:22.083000,53,3,,,0 days 00:00:29.834000,0 days 00:00:29.216000,0 days 00:00:23.033000,0 days 02:16:38.559000,0 days 02:17:07.775000,0 days 02:17:30.808000,273,240,248,289,TRUE,MEDIUM,7,FALSE,Mercedes,0 days 02:16:08.725000,17:10.8,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:18:52.409000,HAM,44,0 days 00:01:21.601000,54,3,,,0 days 00:00:29.694000,0 days 00:00:29.013000,0 days 00:00:22.894000,0 days 02:18:00.502000,0 days 02:18:29.515000,0 days 02:18:52.409000,276,242,247,,TRUE,MEDIUM,8,FALSE,Mercedes,0 days 02:17:30.808000,18:32.8,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:04:58.673000,PIA,81,0 days 00:01:25.617000,2,1,,,0 days 00:00:30.599000,0 days 00:00:30.983000,0 days 00:00:24.035000,0 days 01:04:03.655000,0 days 01:04:34.638000,0 days 01:04:58.673000,276,235,244,288,TRUE,MEDIUM,4,FALSE,McLaren,0 days 01:03:33.056000,04:35.1,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:23.788000,PIA,81,0 days 00:01:25.115000,3,1,,,0 days 00:00:30.482000,0 days 00:00:30.715000,0 days 00:00:23.918000,0 days 01:05:29.155000,0 days 01:05:59.870000,0 days 01:06:23.788000,,234,244,289,TRUE,MEDIUM,5,FALSE,McLaren,0 days 01:04:58.673000,06:00.7,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:48.673000,PIA,81,0 days 00:01:24.885000,4,1,,,0 days 00:00:30.363000,0 days 00:00:30.575000,0 days 00:00:23.947000,0 days 01:06:54.151000,0 days 01:07:24.726000,0 days 01:07:48.673000,277,234,245,290,TRUE,MEDIUM,6,FALSE,McLaren,0 days 01:06:23.788000,07:25.8,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:10:38.441000,PIA,81,0 days 00:01:24.841000,6,1,,,0 days 00:00:30.445000,0 days 00:00:30.378000,0 days 00:00:24.018000,0 days 01:09:44.045000,0 days 01:10:14.423000,0 days 01:10:38.441000,278,237,243,286,TRUE,MEDIUM,8,FALSE,McLaren,0 days 01:09:13.600000,10:15.6,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:13:28.112000,PIA,81,0 days 00:01:24.751000,8,1,,,0 days 00:00:30.461000,0 days 00:00:30.357000,0 days 00:00:23.933000,0 days 01:12:33.822000,0 days 01:13:04.179000,0 days 01:13:28.112000,,239,242,288,TRUE,MEDIUM,10,FALSE,McLaren,0 days 01:12:03.361000,13:05.4,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:16:17.821000,PIA,81,0 days 00:01:24.729000,10,1,,,0 days 00:00:30.504000,0 days 00:00:30.286000,0 days 00:00:23.939000,0 days 01:15:23.596000,0 days 01:15:53.882000,0 days 01:16:17.821000,,239,243,286,TRUE,MEDIUM,12,FALSE,McLaren,0 days 01:14:53.092000,15:55.1,1,2,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:30:47.033000,PIA,81,0 days 00:01:24.494000,20,2,,,0 days 00:00:30.445000,0 days 00:00:30.244000,0 days 00:00:23.805000,0 days 01:29:52.984000,0 days 01:30:23.228000,0 days 01:30:47.033000,275,236,245,288,TRUE,HARD,2,TRUE,McLaren,0 days 01:29:22.539000,30:24.6,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:33:34.896000,PIA,81,0 days 00:01:23.891000,22,2,,,0 days 00:00:30.290000,0 days 00:00:30.072000,0 days 00:00:23.529000,0 days 01:32:41.295000,0 days 01:33:11.367000,0 days 01:33:34.896000,,239,246,288,TRUE,HARD,4,TRUE,McLaren,0 days 01:32:11.005000,33:13.0,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:39:10.825000,PIA,81,0 days 00:01:23.876000,26,2,,,0 days 00:00:30.271000,0 days 00:00:29.943000,0 days 00:00:23.662000,0 days 01:38:17.220000,0 days 01:38:47.163000,0 days 01:39:10.825000,280,240,243,,TRUE,HARD,8,TRUE,McLaren,0 days 01:37:46.949000,38:49.0,1,3,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:04:53.795000,PIA,81,0 days 00:01:23.476000,44,3,,,0 days 00:00:29.828000,0 days 00:00:30.005000,0 days 00:00:23.643000,0 days 02:04:00.147000,0 days 02:04:30.152000,0 days 02:04:53.795000,279,240,251,304,TRUE,MEDIUM,5,FALSE,McLaren,0 days 02:03:30.319000,04:32.3,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:06:16.531000,PIA,81,0 days 00:01:22.736000,45,3,,,0 days 00:00:29.916000,0 days 00:00:29.448000,0 days 00:00:23.372000,0 days 02:05:23.711000,0 days 02:05:53.159000,0 days 02:06:16.531000,,243,246,303,TRUE,MEDIUM,6,FALSE,McLaren,0 days 02:04:53.795000,05:55.8,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:07.155000,RUS,63,0 days 00:01:26.772000,2,1,,,0 days 00:00:30.928000,0 days 00:00:31.721000,0 days 00:00:24.123000,0 days 01:04:11.311000,0 days 01:04:43.032000,0 days 01:05:07.155000,261,232,244,296,TRUE,HARD,2,TRUE,Mercedes,0 days 01:03:40.383000,04:42.4,1,13,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:59.930000,RUS,63,0 days 00:01:25.938000,4,1,,,0 days 00:00:30.564000,0 days 00:00:31.370000,0 days 00:00:24.004000,0 days 01:07:04.556000,0 days 01:07:35.926000,0 days 01:07:59.930000,256,233,247,302,TRUE,HARD,4,TRUE,Mercedes,0 days 01:06:33.992000,07:36.0,1,13,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:10:51.870000,RUS,63,0 days 00:01:25.839000,6,1,,,0 days 00:00:30.786000,0 days 00:00:30.972000,0 days 00:00:24.081000,0 days 01:09:56.817000,0 days 01:10:27.789000,0 days 01:10:51.870000,254,234,247,300,TRUE,HARD,6,TRUE,Mercedes,0 days 01:09:26.031000,10:28.1,1,13,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:16:35.273000,RUS,63,0 days 00:01:25.234000,10,1,,,0 days 00:00:30.378000,0 days 00:00:30.794000,0 days 00:00:24.062000,0 days 01:15:40.417000,0 days 01:16:11.211000,0 days 01:16:35.273000,262,231,242,299,TRUE,HARD,10,TRUE,Mercedes,0 days 01:15:10.039000,16:12.1,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:26:35.021000,RUS,63,0 days 00:01:25.215000,17,1,,,0 days 00:00:30.469000,0 days 00:00:30.690000,0 days 00:00:24.056000,0 days 01:25:40.275000,0 days 01:26:10.965000,0 days 01:26:35.021000,258,233,240,291,TRUE,HARD,17,TRUE,Mercedes,0 days 01:25:09.806000,26:11.8,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:36:32.648000,RUS,63,0 days 00:01:25.017000,24,1,,,0 days 00:00:30.653000,0 days 00:00:30.472000,0 days 00:00:23.892000,0 days 01:35:38.284000,0 days 01:36:08.756000,0 days 01:36:32.648000,276,234,242,285,TRUE,HARD,24,TRUE,Mercedes,0 days 01:35:07.631000,36:09.7,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:45:28.901000,RUS,63,0 days 00:01:24.376000,30,2,,,0 days 00:00:30.225000,0 days 00:00:30.469000,0 days 00:00:23.682000,0 days 01:44:34.750000,0 days 01:45:05.219000,0 days 01:45:28.901000,248,234,248,306,TRUE,MEDIUM,2,TRUE,Mercedes,0 days 01:44:04.525000,45:06.6,1,13,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:46:52.141000,RUS,63,0 days 00:01:23.240000,31,2,,,0 days 00:00:29.978000,0 days 00:00:29.843000,0 days 00:00:23.419000,0 days 01:45:58.879000,0 days 01:46:28.722000,0 days 01:46:52.141000,262,236,249,304,TRUE,MEDIUM,3,TRUE,Mercedes,0 days 01:45:28.901000,46:30.9,1,11,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:48:15.155000,RUS,63,0 days 00:01:23.014000,32,2,,,0 days 00:00:29.840000,0 days 00:00:29.894000,0 days 00:00:23.280000,0 days 01:47:21.981000,0 days 01:47:51.875000,0 days 01:48:15.155000,270,238,245,300,TRUE,MEDIUM,4,TRUE,Mercedes,0 days 01:46:52.141000,47:54.2,1,11,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:10:52.093000,RUS,63,0 days 00:01:22.158000,48,3,,,0 days 00:00:29.668000,0 days 00:00:29.435000,0 days 00:00:23.055000,0 days 02:09:59.603000,0 days 02:10:29.038000,0 days 02:10:52.093000,266,238,247,288,TRUE,MEDIUM,2,TRUE,Mercedes,0 days 02:09:29.935000,10:32.0,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:02.019000,LEC,16,0 days 00:01:26.336000,2,1,,,0 days 00:00:30.738000,0 days 00:00:31.484000,0 days 00:00:24.114000,0 days 01:04:06.421000,0 days 01:04:37.905000,0 days 01:05:02.019000,274,231,246,293,TRUE,MEDIUM,5,FALSE,Ferrari,0 days 01:03:35.683000,04:37.7,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:27.668000,LEC,16,0 days 00:01:25.649000,3,1,,,0 days 00:00:30.617000,0 days 00:00:31.017000,0 days 00:00:24.015000,0 days 01:05:32.636000,0 days 01:06:03.653000,0 days 01:06:27.668000,277,229,245,,TRUE,MEDIUM,6,FALSE,Ferrari,0 days 01:05:02.019000,06:04.0,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:52.907000,LEC,16,0 days 00:01:25.239000,4,1,,,0 days 00:00:30.383000,0 days 00:00:30.814000,0 days 00:00:24.042000,0 days 01:06:58.051000,0 days 01:07:28.865000,0 days 01:07:52.907000,279,232,244,,TRUE,MEDIUM,7,FALSE,Ferrari,0 days 01:06:27.668000,07:29.7,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:09:18.119000,LEC,16,0 days 00:01:25.212000,5,1,,,0 days 00:00:30.557000,0 days 00:00:30.762000,0 days 00:00:23.893000,0 days 01:08:23.464000,0 days 01:08:54.226000,0 days 01:09:18.119000,276,231,244,291,TRUE,MEDIUM,8,FALSE,Ferrari,0 days 01:07:52.907000,08:54.9,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:10:43.211000,LEC,16,0 days 00:01:25.092000,6,1,,,0 days 00:00:30.527000,0 days 00:00:30.569000,0 days 00:00:23.996000,0 days 01:09:48.646000,0 days 01:10:19.215000,0 days 01:10:43.211000,275,233,245,289,TRUE,MEDIUM,9,FALSE,Ferrari,0 days 01:09:18.119000,10:20.1,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:16:24.137000,LEC,16,0 days 00:01:25.052000,10,1,,,0 days 00:00:30.397000,0 days 00:00:30.636000,0 days 00:00:24.019000,0 days 01:15:29.482000,0 days 01:16:00.118000,0 days 01:16:24.137000,276,234,244,,TRUE,MEDIUM,13,FALSE,Ferrari,0 days 01:14:59.085000,16:01.1,1,5,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:29:37.688000,LEC,16,0 days 00:01:24.487000,19,2,,,0 days 00:00:30.362000,0 days 00:00:30.229000,0 days 00:00:23.896000,0 days 01:28:43.563000,0 days 01:29:13.792000,0 days 01:29:37.688000,,237,249,289,TRUE,HARD,2,TRUE,Ferrari,0 days 01:28:13.201000,29:15.2,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:31:02.063000,LEC,16,0 days 00:01:24.375000,20,2,,,0 days 00:00:30.160000,0 days 00:00:30.258000,0 days 00:00:23.957000,0 days 01:30:07.848000,0 days 01:30:38.106000,0 days 01:31:02.063000,273,234,245,305,TRUE,HARD,3,TRUE,Ferrari,0 days 01:29:37.688000,30:39.7,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:36:39.733000,LEC,16,0 days 00:01:24.149000,24,2,,,0 days 00:00:30.392000,0 days 00:00:30.015000,0 days 00:00:23.742000,0 days 01:35:45.976000,0 days 01:36:15.991000,0 days 01:36:39.733000,275,238,246,289,TRUE,HARD,7,TRUE,Ferrari,0 days 01:35:15.584000,36:17.6,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:06:35.186000,LEC,16,0 days 00:01:23.573000,45,3,,,0 days 00:00:30.112000,0 days 00:00:29.892000,0 days 00:00:23.569000,0 days 02:05:41.725000,0 days 02:06:11.617000,0 days 02:06:35.186000,276,239,246,292,TRUE,HARD,6,FALSE,Ferrari,0 days 02:05:11.613000,06:13.6,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:07:58.185000,LEC,16,0 days 00:01:22.999000,46,3,,,0 days 00:00:30.056000,0 days 00:00:29.602000,0 days 00:00:23.341000,0 days 02:07:05.242000,0 days 02:07:34.844000,0 days 02:07:58.185000,277,238,248,289,TRUE,HARD,7,FALSE,Ferrari,0 days 02:06:35.186000,07:37.2,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:09:21.005000,LEC,16,0 days 00:01:22.820000,47,3,,,0 days 00:00:29.843000,0 days 00:00:29.551000,0 days 00:00:23.426000,0 days 02:08:28.028000,0 days 02:08:57.579000,0 days 02:09:21.005000,280,236,247,291,TRUE,HARD,8,FALSE,Ferrari,0 days 02:07:58.185000,09:00.2,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:10:43.578000,LEC,16,0 days 00:01:22.573000,48,3,,,0 days 00:00:29.845000,0 days 00:00:29.325000,0 days 00:00:23.403000,0 days 02:09:50.850000,0 days 02:10:20.175000,0 days 02:10:43.578000,278,240,248,,TRUE,HARD,9,FALSE,Ferrari,0 days 02:09:21.005000,10:23.0,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:12:06.129000,LEC,16,0 days 00:01:22.551000,49,3,,,0 days 00:00:29.886000,0 days 00:00:29.270000,0 days 00:00:23.395000,0 days 02:11:13.464000,0 days 02:11:42.734000,0 days 02:12:06.129000,277,243,248,,TRUE,HARD,10,FALSE,Ferrari,0 days 02:10:43.578000,11:45.6,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:13:28.598000,LEC,16,0 days 00:01:22.469000,50,3,,,0 days 00:00:29.862000,0 days 00:00:29.123000,0 days 00:00:23.484000,0 days 02:12:35.991000,0 days 02:13:05.114000,0 days 02:13:28.598000,279,243,248,292,TRUE,HARD,11,FALSE,Ferrari,0 days 02:12:06.129000,13:08.2,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:02.395000,SAI,55,0 days 00:01:26.230000,2,1,,,0 days 00:00:30.609000,0 days 00:00:31.511000,0 days 00:00:24.110000,0 days 01:04:06.774000,0 days 01:04:38.285000,0 days 01:05:02.395000,274,230,249,294,TRUE,SOFT,2,TRUE,Ferrari,0 days 01:03:36.165000,04:38.2,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:28.457000,SAI,55,0 days 00:01:26.062000,3,1,,,0 days 00:00:30.648000,0 days 00:00:31.319000,0 days 00:00:24.095000,0 days 01:05:33.043000,0 days 01:06:04.362000,0 days 01:06:28.457000,272,231,249,298,TRUE,SOFT,3,TRUE,Ferrari,0 days 01:05:02.395000,06:04.4,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:53.773000,SAI,55,0 days 00:01:25.316000,4,1,,,0 days 00:00:30.249000,0 days 00:00:31.070000,0 days 00:00:23.997000,0 days 01:06:58.706000,0 days 01:07:29.776000,0 days 01:07:53.773000,,231,249,307,TRUE,SOFT,4,TRUE,Ferrari,0 days 01:06:28.457000,07:30.5,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:16:26.713000,SAI,55,0 days 00:01:25.254000,10,1,,,0 days 00:00:30.527000,0 days 00:00:30.746000,0 days 00:00:23.981000,0 days 01:15:31.986000,0 days 01:16:02.732000,0 days 01:16:26.713000,274,234,244,,TRUE,SOFT,10,TRUE,Ferrari,0 days 01:15:01.459000,16:03.5,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:26:44.350000,SAI,55,0 days 00:01:24.429000,17,2,,,0 days 00:00:30.146000,0 days 00:00:30.418000,0 days 00:00:23.865000,0 days 01:25:50.067000,0 days 01:26:20.485000,0 days 01:26:44.350000,273,234,243,288,TRUE,HARD,2,TRUE,Ferrari,0 days 01:25:19.921000,26:21.9,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:35:12.215000,SAI,55,0 days 00:01:24.425000,23,2,,,0 days 00:00:30.250000,0 days 00:00:30.432000,0 days 00:00:23.743000,0 days 01:34:18.040000,0 days 01:34:48.472000,0 days 01:35:12.215000,277,234,244,,TRUE,HARD,8,TRUE,Ferrari,0 days 01:33:47.790000,34:49.8,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:36:36.578000,SAI,55,0 days 00:01:24.363000,24,2,,,0 days 00:00:30.253000,0 days 00:00:30.383000,0 days 00:00:23.727000,0 days 01:35:42.468000,0 days 01:36:12.851000,0 days 01:36:36.578000,274,234,247,,TRUE,HARD,9,TRUE,Ferrari,0 days 01:35:12.215000,36:14.2,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:43:43.529000,SAI,55,0 days 00:01:24.265000,29,2,,,0 days 00:00:29.973000,0 days 00:00:30.456000,0 days 00:00:23.836000,0 days 01:42:49.237000,0 days 01:43:19.693000,0 days 01:43:43.529000,274,236,246,306,TRUE,HARD,14,TRUE,Ferrari,0 days 01:42:19.264000,43:21.3,1,6,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:08:02.515000,SAI,55,0 days 00:01:23.297000,46,3,,,0 days 00:00:29.932000,0 days 00:00:29.949000,0 days 00:00:23.416000,0 days 02:07:09.150000,0 days 02:07:39.099000,0 days 02:08:02.515000,278,236,248,290,TRUE,HARD,5,FALSE,Ferrari,0 days 02:06:39.218000,07:41.2,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:09:25.698000,SAI,55,0 days 00:01:23.183000,47,3,,,0 days 00:00:29.957000,0 days 00:00:29.806000,0 days 00:00:23.420000,0 days 02:08:32.472000,0 days 02:09:02.278000,0 days 02:09:25.698000,276,236,248,292,TRUE,HARD,6,FALSE,Ferrari,0 days 02:08:02.515000,09:04.5,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:10:48.794000,SAI,55,0 days 00:01:23.096000,48,3,,,0 days 00:00:30.010000,0 days 00:00:29.669000,0 days 00:00:23.417000,0 days 02:09:55.708000,0 days 02:10:25.377000,0 days 02:10:48.794000,,238,247,,TRUE,HARD,7,FALSE,Ferrari,0 days 02:09:25.698000,10:27.7,1,7,FALSE,,FALSE,TRUE,Hungary,2023
